지역,아파트,면적,층,가격
인천광역시 서구,한국,126.79,10,27500
인천광역시 서구,진주2,116.6,7,24700
인천광역시 서구,진주2,116.6,10,26500
인천광역시 서구,진주2,116.6,2,25500
인천광역시 서구,진주2,116.6,12,25300
인천광역시 서구,진주5,163.51,15,33300
인천광역시 서구,한신휴플러스,143.47,14,39400
인천광역시 서구,한신휴플러스,114.87,22,39500
인천광역시 서구,한신휴플러스,143.47,22,41800
인천광역시 서구,한신휴플러스,114.87,15,39500
인천광역시 서구,태평샹베르1차,114.823,1,26400
인천광역시 서구,탑스빌(성웅),116.24,2,25500
인천광역시 서구,탑스빌(영남),136.95,16,28500
인천광역시 서구,검단2차아이파크,114.2469,15,44300
인천광역시 서구,검단힐스테이트2차(검단2지구 23BL 1L),123.158,11,35200
인천광역시 서구,검단힐스테이트2차(검단2지구 23BL 1L),123.158,10,39000
인천광역시 서구,검단힐스테이트2차(검단2지구 23BL 1L),123.158,14,38000
인천광역시 서구,영남,200.18,12,32000
인천광역시 서구,백두퀸스빌,166.29,2,17000
인천광역시 서구,신현이편한세상하늘채,114.948,21,43500
인천광역시 서구,신현이편한세상하늘채,170.348,19,49500
인천광역시 서구,신현이편한세상하늘채,170.348,23,49500
인천광역시 서구,신현이편한세상하늘채,170.348,3,48300
인천광역시 서구,신현이편한세상하늘채,170.348,12,49800
인천광역시 서구,신현이편한세상하늘채,156.29,18,44000
인천광역시 서구,한국2,130.14,10,30000
인천광역시 서구,대림e-편한세상(검단2지구 66BL 1L),132.668,10,36000
인천광역시 서구,대림e-편한세상(검단2지구 66BL 1L),132.668,10,35300
인천광역시 서구,대림e-편한세상(검단2지구 66BL 1L),120.069,7,33300
인천광역시 서구,대림e-편한세상(검단2지구 66BL 1L),132.668,8,36000
인천광역시 서구,NPART,117.9506,5,49400
인천광역시 서구,엑슬루타워,110.22,38,48400
인천광역시 서구,청라골드클래스,116.4914,17,45500
인천광역시 서구,청라동양엔파트,118.8352,27,48000
인천광역시 서구,청라반도유보라,126.0777,2,41500
인천광역시 서구,청라자이,115.5101,19,49400
인천광역시 서구,청라제일풍경채,115.9895,9,48500
인천광역시 서구,청라지구중흥S-CLASS1단지,119.5876,16,48500
인천광역시 서구,청라지구중흥S-CLASS2단지,141.3898,1,49000
인천광역시 연수구,금호타운,134.63,15,32250
인천광역시 연수구,래미안,119.4,8,30300
인천광역시 연수구,연수 대우.삼환,120.72,10,39000
인천광역시 연수구,뉴서울,126.89,18,32900
인천광역시 연수구,더샵퍼스트월드,116.125,10,48000
인천광역시 연수구,더샵퍼스트월드,116.125,9,49000
인천광역시 연수구,송도코오롱더프라우3단지,129.394,19,49500
인천광역시 연수구,송도풍림아이원1단지,114.7008,6,43400
인천광역시 연수구,송도풍림아이원1단지,114.7008,18,46000
인천광역시 연수구,송도풍림아이원4단지,114.8862,6,44000
인천광역시 연수구,우성1,133.623,14,35000
인천광역시 연수구,우성1,131.93,17,37500
인천광역시 연수구,럭키송도,134.94,12,31500
인천광역시 연수구,쌍용,124.53,5,33000
인천광역시 연수구,현대,138.65,7,28000
인천광역시 연수구,현대,164.46,12,33000
인천광역시 중구,삼성,130.675,16,28000
인천광역시 중구,영종자이,138.6111,15,39400
인천광역시 중구,영종자이,127.7293,6,32250
인천광역시 중구,영종자이,113.006,15,38700
인천광역시 중구,영종어울림1차,126.28,3,29900
인천광역시 중구,영종어울림1차,126.28,5,30000
인천광역시 중구,영종어울림2차,148.187,8,34000
인천광역시 중구,스카이시티자이,112.9783,11,46500
인천광역시 중구,스카이시티자이,112.9783,9,45000
인천광역시 중구,하늘도시 한라비발디,115.4255,18,34800
인천광역시 중구,하늘도시 한라비발디,115.4255,20,40500
인천광역시 중구,라이프비취3차,125.68,5,18900
전라남도 광양시,브라운스톤 가야,155.8785,5,25000
전라남도 광양시,브라운스톤 가야,155.8785,11,27300
전라남도 광양시,광양중마우림필유,118.432,5,30000
전라남도 나주시,광주전남공동혁신도시 빛가람 대방엘리움 로얄카운티 1차,116.5193,14,44220
전라남도 목포시,대송에이스빌,126.6063,5,17500
전라남도 목포시,종원빌라트,110.61,4,7700
전라남도 목포시,중앙하이츠,131.54,9,14700
전라남도 목포시,우성,133.99,2,17950
전라남도 목포시,케이디빌리앙뜨,119.6252,15,39200
전라남도 목포시,목포한국아델리움,151.8876,10,38596
전라남도 목포시,우미오션빌,120.2525,5,22500
전라남도 목포시,우미파렌하이트,127.7074,13,46000
전라남도 목포시,한라비발디,127.9,12,41000
전라남도 목포시,한라비발디,130.49,17,40500
전라남도 목포시,한라비발디,130.49,16,38800
전라남도 목포시,동아,164.4,2,17000
전라남도 목포시,신안인스빌,137.4487,8,21000
전라남도 무안군,근화베아체비올레,122.2885,17,38000
전라남도 무안군,부영애시앙,115.7575,13,24800
전라남도 순천시,양우내안애,129.5918,11,32000
전라남도 순천시,양우내안애,146.7631,18,32500
전라남도 순천시,벽산첼시빌,115.848,1,16900
전라남도 순천시,금호타운,134.94,3,23000
전라남도 순천시,현대1,119.37,13,20900
전라남도 순천시,순천 왕지동 롯데캐슬 ,128.777,11,43900
전라남도 순천시,금당대림,113.956,8,20200
전라남도 순천시,동신2,114.9,10,21700
전라남도 여수시,문수코아루수,127.5574,14,37000
전라남도 여수시,세종캐슬하임,141.1517,3,37000
전라남도 여수시,피오레,128.4489,9,36500
전라남도 여수시,선경3,118.71,9,25000
전라남도 여수시,우미오션빌,120.2616,14,34000
전라남도 여수시,우미오션빌,120.2616,6,33500
전라남도 여수시,프레지던트,124.77,14,33500
전라남도 여수시,우림필유아파트,123.0088,3,41000
전라남도 여수시,우림필유아파트,123.0088,7,43600
전라남도 여수시,우림필유아파트,123.0088,15,49000
전라남도 여수시,금호타운,134.74,6,25750
전라남도 여수시,대주,118,13,20700
전라남도 여수시,코아루,123.1377,6,31300
전라남도 여수시,현대건설,128.055,7,27500
전라남도 화순군,부영2,131.85,4,19000
전라북도 군산시,동신,114.6,5,15250
전라북도 군산시,금광베네스타,130.82,20,23500
전라북도 군산시,금광베네스타,130.82,13,22500
전라북도 군산시,미장코아루,152.664,4,29000
전라북도 군산시,미장코아루,152.664,1,26500
전라북도 군산시,미장코아루,181.101,2,35000
전라북도 군산시,삼학대우,131.43,13,13700
전라북도 군산시,수송아이파크,119.9488,2,30000
전라북도 군산시,수송아이파크,119.9488,11,33000
전라북도 군산시,수송아이파크,119.9488,12,31200
전라북도 군산시,제일오투그란데2단지,110.1911,8,29300
전라북도 군산시,한라비발디1단지,132.3131,6,37500
전라북도 군산시,한라비발디1단지,155.9046,3,41100
전라북도 군산시,클래시움,166.464,1,19050
전라북도 남원시,메카센트럴,123.9783,14,24150
전라북도 익산시,우림모현한솔,137.4,3,16000
전라북도 익산시,익산자이,130.1109,9,37100
전라북도 익산시,익산자이,130.1109,12,38300
전라북도 익산시,현대,126.68,8,25600
전라북도 익산시,신일,110.44,6,20400
전라북도 익산시,신일,129.29,10,23500
전라북도 익산시,제일3차(2차2단지),113.17,12,27000
전라북도 전주덕진구,금암중앙하이츠,145.63,8,25000
전라북도 전주덕진구,송천동센트럴파크1단지,143.7874,10,32900
전라북도 전주덕진구,송천아이파크5단지,126.5005,2,35900
전라북도 전주덕진구,용소마을제일,134.97,4,19000
전라북도 전주덕진구,한양,116.725,9,13800
전라북도 전주덕진구,에코시티자이,116.8624,12,49000
전라북도 전주덕진구,럭키우아,162.918,8,15500
전라북도 전주덕진구,인후동한신휴플러스,114.805,17,33500
전라북도 전주덕진구,호반베르디움 6단지,111.0137,18,39800
전라북도 전주덕진구,호반베르디움더클래스,118.2247,4,39000
전라북도 전주덕진구,호반베르디움더클래스,118.2247,10,41300
전라북도 전주덕진구,전북혁신호반건설더클래스2,118.1541,2,43500
전라북도 전주덕진구,거성고속맨션2차,122.04,13,13750
전라북도 전주덕진구,동국해성,134.89,12,25300
전라북도 전주덕진구,우성,134.34,19,18500
전라북도 전주덕진구,엘지동아,126.27,6,18000
전라북도 전주덕진구,진흥더블파크1단지,144.6232,2,26500
전라북도 전주덕진구,진흥더블파크1단지,144.6232,8,29000
전라북도 전주덕진구,진흥더블파크1단지,117.8946,7,27500
전라북도 전주덕진구,진흥W-PARK,128.354,2,29500
전라북도 전주덕진구,진흥W-PARK,128.354,2,29300
전라북도 전주완산구,이안전주삼천,119.23,11,33500
전라북도 전주완산구,서신e편한세상,166.744,12,49500
전라북도 전주완산구,광진햇빛찬,111.06,9,24700
전라북도 전주완산구,오성은하,142.32,8,15500
전라북도 전주완산구,전주태평SKVIEW,164.1304,3,47500
전라북도 전주완산구,동아현대,134.79,11,25350
전라북도 전주완산구,남양황실,154.51,20,15300
전라북도 전주완산구,남양황실,131.85,15,14600
전라북도 전주완산구,유진청하맨션A,111.19,4,8200
전라북도 전주완산구,효자롯데,128.62,1,19100
전라북도 전주완산구,골든팰리스휴먼시아,149.82,14,49500
전라북도 전주완산구,골든팰리스휴먼시아,119.98,4,36600
전라북도 전주완산구,골든팰리스휴먼시아,134.86,11,44000
전라북도 전주완산구,골든팰리스휴먼시아,119.98,2,34500
전라북도 전주완산구,더샵2차,145.4071,7,48000
전라북도 전주완산구,더샵2차,145.4071,1,43500
전라북도 전주완산구,더샵효자,125.9471,19,37950
전라북도 전주완산구,더샵효자,125.9471,12,38900
전라북도 전주완산구,엘드효자2차수목토,153.0651,13,44000
전라북도 전주완산구,풍림아이원,121.6645,6,33250
전라북도 정읍시,미가아파트,119.19,2,27900
전라북도 정읍시,정읍연지동영무예다음,118.54,6,36500
전라북도 정읍시,정읍연지동영무예다음,118.54,7,37300
제주특별자치도 서귀포시,대림이편한세상,123.646,4,41000
제주특별자치도 서귀포시,일호지오빌,133.7548,2,42300
제주특별자치도 제주시,제일(가동),118.22,1,28500
제주특별자치도 제주시,신산하이츠빌,117.81,10,28000
제주특별자치도 제주시,엠라이프빌,119.16,10,30200
충청남도 계룡시,신성미소지움2차,150.91,7,27900
충청남도 계룡시,신성미소지움2차,130.2,1,25500
충청남도 계룡시,신성미소지움2차,150.91,10,29000
충청남도 계룡시,우림루미아트,123.6361,2,22000
충청남도 계룡시,계룡더샵아파트,121.28,10,28500
충청남도 계룡시,계룡더샵아파트,121.28,6,28400
충청남도 계룡시,계룡더샵아파트,161.61,3,33500
충청남도 공주시,삼환나우빌,143.737,13,34000
충청남도 논산시,부국,120.69,10,11700
충청남도 당진시,당진대상,117.31,14,17000
충청남도 당진시,당진롯데캐슬,127.223,16,28000
충청남도 당진시,남산공원 휴먼빌,129.9087,14,33500
충청남도 당진시,당진1차푸르지오,150.1581,16,37850
충청남도 당진시,대동 다:숲 ,126.663,10,23500
충청남도 당진시,대동 다:숲 ,126.663,1,23500
충청남도 당진시,쉐르빌,124.67,11,19800
충청남도 당진시,채운공원 휴먼빌 ,118.4348,7,22000
충청남도 당진시,뉴페이스A동,113.94,8,16000
충청남도 보령시,흥화,134.7,4,12000
충청남도 보령시,동대동현대,114.972,15,14000
충청남도 서산시,동문동코아루,130.736,8,30300
충청남도 서산시,서산동문동한라비발디,138.52,11,33500
충청남도 서산시,석림중앙하이츠빌,121.1887,15,27000
충청남도 서산시,대림동신,129.38,1,12000
충청남도 서산시,서산읍내현대,111.753,19,22000
충청남도 서산시,삼성1차,126.73,9,11200
충청남도 서산시,한서,117.55,3,11000
충청남도 아산시,남산현대,113.88,13,16500
충청남도 아산시,배방한성필하우스1단지,121.0007,12,25000
충청남도 아산시,새솔마을중앙하이츠3차,124.1738,12,23450
충청남도 아산시,연화마을STX KAN6단지,114.3723,6,35000
충청남도 아산시,연화마을STX KAN6단지,114.3723,8,35500
충청남도 아산시,연화마을STX KAN6단지,114.7277,16,36000
충청남도 아산시,연화마을STX KAN6단지,114.3723,4,34700
충청남도 아산시,연화마을STX KAN6단지,114.3723,12,35900
충청남도 아산시,연화마을STX KAN6단지,114.3723,7,36000
충청남도 아산시,요진 와이시티,114.4272,30,49000
충청남도 아산시,요진 와이시티,114.1455,5,48000
충청남도 아산시,요진 와이시티,114.1455,29,48000
충청남도 아산시,요진 와이시티,114.4272,4,44000
충청남도 아산시,요진 와이시티,114.1455,19,48000
충청남도 아산시,요진 와이시티,114.4272,17,48500
충청남도 아산시,요진 와이시티,114.4272,26,48100
충청남도 아산시,요진 와이시티,114.1455,10,48000
충청남도 아산시,요진 와이시티,114.2464,16,47500
충청남도 아산시,용연마을STX KAN4단지,114.3723,9,32000
충청남도 아산시,용연마을휴먼시아2단지,129.29,14,37000
충청남도 아산시,아산코아루에듀파크,117.562,9,18000
충청남도 아산시,용화 아이파크,110.876,1,32200
충청남도 아산시,더샵레이크사이드,133.1602,14,18000
충청남도 아산시,더샵레이크사이드,133.1602,6,18500
충청남도 아산시,탕정삼성트라팰리스,125.25,21,34300
충청남도 아산시,탕정삼성트라팰리스,144.43,4,42000
충청남도 아산시,탕정삼성트라팰리스,144.43,27,42500
충청남도 아산시,탕정삼성트라팰리스,125.25,8,37000
충청남도 아산시,탕정삼성트라팰리스3단계,125.25,16,47000
충청남도 아산시,현대아이파크(아),117.707,14,25400
충청남도 예산군,예산발연계룡리슈빌,116.07,5,23500
충청남도 예산군,예산발연계룡리슈빌,116.07,7,23400
충청남도 예산군,예산우방유쉘,110.52,2,23000
충청남도 천안동남구,신방동대주피오레,119.637,5,23300
충청남도 천안동남구,신방동대주피오레,119.637,14,23300
충청남도 천안동남구,신방한성필하우스,148.7913,12,35200
충청남도 천안동남구,경남아너스빌,115.602,1,20000
충청남도 천안동남구,대림1차이편한세상,120.722,10,24500
충청남도 천안동남구,부경파크빌2차,135.805,5,19000
충청남도 천안동남구,안서2차e-편안세상,158.577,4,23000
충청남도 천안동남구,용곡1차세광엔리치타워,128.4557,13,21000
충청남도 천안동남구,용곡1차세광엔리치타워,153.0645,1,19600
충청남도 천안동남구,용곡더쉴,194.809,13,47400
충청남도 천안동남구,용곡더쉴,124.535,5,28000
충청남도 천안동남구,용곡동 우림필유,120.197,4,26300
충청남도 천안동남구,용곡마을세광2차엔리치타워,152.049,1,25000
충청남도 천안동남구,용곡마을아이파크,156.099,7,26000
충청남도 천안동남구,용곡삼성쉐르빌,125.328,15,32500
충청남도 천안동남구,용곡삼성쉐르빌,125.328,16,33700
충청남도 천안동남구,용곡한라비발디,161.2055,11,39500
충청남도 천안동남구,우미린,164.055,19,38000
충청남도 천안동남구,우미린,121.6626,3,30700
충청남도 천안동남구,우미린,134.6,3,36000
충청남도 천안동남구,우미린,151.3664,8,40000
충청남도 천안동남구,우미린,121.6626,11,34000
충청남도 천안동남구,경남아너스빌,120.424,10,21900
충청남도 천안동남구,경남아너스빌,120.096,12,24800
충청남도 천안서북구,두정역이안더센트럴,114.946,21,31500
충청남도 천안서북구,두정역이안더센트럴,114.946,8,27500
충청남도 천안서북구,두정역이안더센트럴,114.946,20,27780
충청남도 천안서북구,두정역코아루스위트,110.908,11,28700
충청남도 천안서북구,두정역푸르지오,150.9459,8,35200
충청남도 천안서북구,한성필하우스3차,124.1292,15,30400
충청남도 천안서북구,백석2차아이파크,122.666,4,47000
충청남도 천안서북구,백석2차아이파크,122.666,4,45900
충청남도 천안서북구,백석2차아이파크,140.3879,5,49000
충청남도 천안서북구,백석리슈빌,130.8525,11,36400
충청남도 천안서북구,백석리슈빌,130.8525,12,35900
충청남도 천안서북구,백석리슈빌,130.8525,3,32350
충청남도 천안서북구,백석리슈빌,130.8525,20,33800
충청남도 천안서북구,백석마을아이파크,185.538,1,40300
충청남도 천안서북구,백석마을아이파크,185.538,5,45000
충청남도 천안서북구,천안백석푸르지오,110.655,5,35000
충청남도 천안서북구,천안백석푸르지오,110.655,4,34300
충청남도 천안서북구,천안백석푸르지오,130.2674,7,35500
충청남도 천안서북구,현대,132.58,15,12500
충청남도 천안서북구,대원칸타빌,133.852,9,33300
충청남도 천안서북구,대원칸타빌,133.852,4,32000
충청남도 천안서북구,동일하이빌,110.1,8,40000
충청남도 천안서북구,동일하이빌,110.1,10,39700
충청남도 천안서북구,동일하이빌,110.1,15,40000
충청남도 천안서북구,동일하이빌,110.1,11,42000
충청남도 천안서북구,동일하이빌,139.85,12,46700
충청남도 천안서북구,동일하이빌,110.1,15,40000
충청남도 천안서북구,천안불당우방아이유쉘트윈팰리스,170.57,6,49800
충청남도 천안서북구,호반리젠시빌스위트,146.372,7,39000
충청남도 천안서북구,호반리젠시빌스위트,117.5025,9,35400
충청남도 천안서북구,호반리젠시빌스위트,146.372,1,35200
충청남도 천안서북구,호반리젠시빌스위트,146.372,15,43000
충청남도 천안서북구,호반리젠시빌스위트,117.5025,1,33400
충청남도 천안서북구,선경,128.91,5,16000
충청남도 천안서북구,라이프타운,142.43,9,22500
충청남도 천안서북구,라이프타운,182.07,6,21000
충청남도 천안서북구,쌍용동일하이빌,114.771,8,27900
충청남도 천안서북구,쌍용동일하이빌,114.771,5,27000
충청남도 천안서북구,쌍용동일하이빌,114.771,11,27000
충청남도 천안서북구,쌍용모란,116.07,7,21200
충청남도 천안서북구,용암동아벽산,134.78,6,26500
충청남도 홍성군,신동아파밀리에,111.747,2,21500
충청남도 홍성군,미림청솔,132.12,13,14000
충청북도 제천시,장락e-편한세상,119.849,5,22000
충청북도 제천시,장락동롯데캐슬,118.19,6,24000
충청북도 제천시,장락동롯데캐슬,118.19,5,24000
충청북도 제천시,장락동롯데캐슬,136.11,13,26500
충청북도 제천시,장락동롯데캐슬,118.19,4,25000
충청북도 제천시,장락동롯데캐슬,118.19,3,24400
충청북도 제천시,장락로즈웰,131.029,15,17000
충청북도 제천시,장락파라디아,140.9681,18,26400
충청북도 제천시,코아루,176.7304,10,28200
충청북도 제천시,현대힐스테이트,121.004,7,28400
충청북도 제천시,현대힐스테이트,121.004,4,28000
충청북도 증평군,증평삼일,162.1,6,18400
충청북도 청주상당구,삼일,134.76,1,13000
충청북도 청주상당구,가좌마을용담이-편한세상,167.5642,10,37200
충청북도 청주상당구,세영첼시빌,157.041,1,26700
충청북도 청주상당구,우미린에듀파크2단지,113.9489,12,41900
충청북도 청주상당구,건영,134.61,15,17800
충청북도 청주상당구,현대1,173.15,5,23000
충청북도 청주서원구,삼익2,146.85,11,18500
충청북도 청주서원구,"대원,주은프레지던트 아파트",116.699,3,22900
충청북도 청주서원구,"대원,주은프레지던트 아파트",116.699,8,23200
충청북도 청주서원구,"대원,주은프레지던트 아파트",137.504,1,22000
충청북도 청주서원구,현대대우8단지,134.64,4,27500
충청북도 청주서원구,현대대우8단지,181.62,15,32800
충청북도 청주서원구,현대대우8단지,134.64,23,26500
충청북도 청주서원구,두산위브더제니스,122.52,28,31000
충청북도 청주서원구,두산위브더제니스,122.52,14,27500
충청북도 청주서원구,두산위브더제니스,143.847,33,40000
충청북도 청주서원구,푸르지오캐슬(101~117),176.01,8,40000
충청북도 청주서원구,대원칸타빌,115.214,18,26000
충청북도 청주서원구,계룡리슈빌,133.7416,10,42600
충청북도 청주서원구,계룡리슈빌,166.9333,2,43500
충청북도 청주서원구,세원홍실,138.81,7,16800
충청북도 청주서원구,한마음2,110.82,5,15000
충청북도 청주청원구,신동아,123.81,3,16200
충청북도 청주청원구,쌍용스윗닷홈오창예가,121.487,13,21600
충청북도 청주청원구,우림필유1차,120.07,2,21000
충청북도 청주청원구,중앙하이츠빌,129.21,1,22500
충청북도 청주청원구,중앙하이츠빌,147.8239,15,33500
충청북도 청주청원구,코아루,127.9279,11,27300
충청북도 청주청원구,한라비발디,129.851,5,24500
충청북도 청주청원구,한라비발디,161.863,3,25000
충청북도 청주청원구,두진백로그린타운,129.04,7,21700
충청북도 청주청원구,두진백로그린타운,129.04,2,22000
충청북도 청주흥덕구,가경이-편한세상,133.819,6,34000
충청북도 청주흥덕구,가경이-편한세상,133.819,11,37500
충청북도 청주흥덕구,가경이-편한세상,133.819,1,36000
충청북도 청주흥덕구,가경푸르지오,125.1409,15,31700
충청북도 청주흥덕구,가경푸르지오,125.1409,15,30000
충청북도 청주흥덕구,가로수마을대원칸타빌,115.5179,12,32800
충청북도 청주흥덕구,진로,134.88,14,22700
충청북도 청주흥덕구,진로,134.88,9,23000
충청북도 청주흥덕구,청원쌍용예가1단지,117.32,8,20500
충청북도 청주흥덕구,청원쌍용예가2단지,117.32,4,20400
충청북도 청주흥덕구,신영지웰,124.878,3,35200
충청북도 청주흥덕구,신영지웰,124.878,13,34700
충청북도 청주흥덕구,신영지웰시티 1차,124.816,27,47700
충청북도 청주흥덕구,신영지웰시티 1차,124.816,21,43500
충청북도 청주흥덕구,신영지웰시티 1차,124.816,21,47000
충청북도 청주흥덕구,신영지웰시티 1차,124.816,22,47000
충청북도 청주흥덕구,신영지웰시티 1차,124.816,3,45000
충청북도 청주흥덕구,신영지웰시티 1차,124.816,8,47000
충청북도 청주흥덕구,신영지웰시티 1차,124.816,12,45400
충청북도 청주흥덕구,신영지웰시티 1차,124.816,15,44800
충청북도 청주흥덕구,신영지웰시티 1차,124.816,29,48800
충청북도 청주흥덕구,신영지웰시티 1차,124.816,15,45000
충청북도 청주흥덕구,신영지웰시티 1차,124.816,11,44500
충청북도 청주흥덕구,신영지웰시티 1차,124.816,14,48000
충청북도 청주흥덕구,신영지웰시티 1차,124.816,13,48000
충청북도 청주흥덕구,신영지웰시티 1차,124.816,28,49500
충청북도 청주흥덕구,신영지웰시티 1차,124.816,19,46000
충청북도 청주흥덕구,신영지웰시티 1차,124.816,23,47500
충청북도 청주흥덕구,신영지웰시티 1차,124.816,9,47500
충청북도 청주흥덕구,신영지웰시티 1차,124.816,16,44500
충청북도 청주흥덕구,신영지웰시티 1차,124.816,34,49300
충청북도 청주흥덕구,신영지웰시티 1차,124.816,17,48500
충청북도 청주흥덕구,신영지웰시티 1차,124.816,6,46000
충청북도 청주흥덕구,신영지웰시티 1차,124.816,28,48000
충청북도 청주흥덕구,신영지웰시티 1차,124.816,24,49000
충청북도 청주흥덕구,신영지웰시티 1차,124.816,11,49200
충청북도 청주흥덕구,신영지웰시티 1차,124.816,22,43800
충청북도 청주흥덕구,신영지웰시티 1차,124.816,15,47400
충청북도 청주흥덕구,신영지웰시티 1차,124.816,4,46000
충청북도 청주흥덕구,신영지웰시티 1차,124.816,36,47800
충청북도 청주흥덕구,신영지웰시티 1차,124.816,29,49200
충청북도 청주흥덕구,신영지웰시티 1차,124.816,8,46400
충청북도 청주흥덕구,신영지웰시티 1차,152.652,3,48200
충청북도 청주흥덕구,신영지웰시티 1차,124.816,4,42000
충청북도 청주흥덕구,신영지웰시티 1차,124.816,25,48000
충청북도 청주흥덕구,신영지웰시티 1차,124.816,19,48000
충청북도 청주흥덕구,신영지웰시티 1차,124.816,18,45200
충청북도 청주흥덕구,신영지웰시티 1차,124.816,33,45000
충청북도 청주흥덕구,신영지웰시티 1차,124.816,12,48500
충청북도 청주흥덕구,신영지웰시티 1차,124.816,9,47700
충청북도 청주흥덕구,신영지웰시티 1차,124.816,39,46000
충청북도 청주흥덕구,어울림,123.61,4,34000
충청북도 청주흥덕구,하복대현대1,134.24,12,23200
충청북도 청주흥덕구,봉명아이파크,219.0313,14,49000
충청북도 청주흥덕구,봉명아이파크,127.6204,8,30000
충청북도 청주흥덕구,봉명아이파크,127.6204,6,29500
충청북도 청주흥덕구,청주비하계룡리슈빌2차,123.8117,2,28100
충청북도 청주흥덕구,청주비하계룡리슈빌2차,123.8117,10,28000
충청북도 청주흥덕구,삼정백조,164.58,6,20000
충청북도 청주흥덕구,우림필유,132.3215,2,28000
충청북도 청주흥덕구,오송힐데스하임,132.6331,20,40000
충청북도 충주시,럭키,156.79,10,19000
충청북도 충주시,럭키,156.79,3,15000
충청북도 충주시,럭키,125.48,10,15500
충청북도 충주시,엘리시아,136.1287,12,18500
충청북도 충주시,연수힐스테이트,143.2109,13,31500
충청북도 충주시,연수힐스테이트,116.5996,8,27200
충청북도 충주시,연수힐스테이트,116.5996,7,26500
충청북도 충주시,동일하이빌,122.823,12,23100
충청북도 충주시,삼일,143.58,12,18500
충청북도 충주시,삼일,143.58,3,16200
충청북도 충주시,우미린에듀시티,119.9162,14,35400
